LinkID,ExerciseID,ProductID,VideoTitle,VideoURL,Sport,Body Part,Level
V300,,P03,Pop Rock & Go Running - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=sxs5aoLDF7g,,,
V299,,P03,Full Range Running - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=Jp8PPFBE-bo,,,
V298,,P03,Same Side Stride Running - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=LDG7K9tgfTU,,,
V297,,P03,Shift Running - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=7cTUCaOYBVA,,,
V296,,,Beginner Home Workout - Training Pack,https://www.youtube.com/watch?v=E1NFrCh8fk8,,,
V295,,,Intermediate Home Workout - Training Pack,https://www.youtube.com/watch?v=nvUFHUoBr1Q,,,
V294,,,Advanced Home Workout - Training Pack,https://www.youtube.com/watch?v=kBTqD093kN4,,,
V293,,P01,Upper Body & Core Follow Along Workout - RMT® Club,https://www.youtube.com/watch?v=Ay2l0NF8k24,,,
V292,,P01,Lower Body & Core Follow Along Workout - RMT® Club,https://www.youtube.com/watch?v=HxZPBtkf_Vo,,,
V291,,P01,Intermediate Home Workout - RMT® Club,https://www.youtube.com/watch?v=9hDztAdktjo,,,
V290,,P01,Beginner Home Workout - RMT® Club,https://www.youtube.com/watch?v=3XEiyHumFqk,,,
V289,,P01,Advanced Home Workout - RMT® Club,https://www.youtube.com/watch?v=cK8cOEyksh0,,,
V288,,P04,Advanced Workout - RMT® Rope,https://www.youtube.com/watch?v=pRYS3j-nhgY,,,
V287,,P04,Beginner Workout - RMT® Rope,https://www.youtube.com/watch?v=OBqRbqKIZxU,,,
V286,,P04,Intermediate Workout - RMT® Rope,https://www.youtube.com/watch?v=H5IjSxtygHc,,,
V285,,P04,Full Body Follow Along Workout PART 2 - RMT® Rope,https://www.youtube.com/watch?v=1WHR_IX-bs0,,,
V284,,,KettleBell Lower Body & Core Follow Along Workout,https://www.youtube.com/watch?v=Hd3vcvk9uY8,,,
V283,,,KettleBell Upper Body & Core Follow Along Workout,https://www.youtube.com/watch?v=JDi-dUll8og,,,
V282,,P03,Follow Along Full Body Workout PART 1 - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=Os0wEFQDs2I,,,
V281,,P03,Metronomic Pyramid Follow Along Workout - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=QgzEcpqBTHA,,,
V280,,P03,Follow Along Full Body Workout PART 2 - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=Cl-WNHOT92Q,,,
V279,,P03,Full Body Cardio Follow Along Workout - ProPulse® Speed Trainers,https://www.youtube.com/watch?v=QnwQe4SIKAg,,,
V278,,P06,Priming for Athletic Performance - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=aAW3hGalsaw,,,
V277,,P06,Priming for Bench Press - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=ysJHkB8iO14,,,
V276,,P06,Priming for Lower Body - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=TiR1a6mhi2Q,,,
V275,,P06,The Method Behind Priming - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=KZEXGCIQAqk,,,
V274,,P01,Tennis Follow Along Workout - RMT® Club,https://www.youtube.com/watch?v=97zr53kxudo,,,
V273,,P01,Baseball Follow Along Workout - RMT® Club,https://www.youtube.com/watch?v=d8MmlA-I5gg,,,
V272,,P01,Tennis Thoracic Rotation - RMT® Club,https://www.youtube.com/watch?v=WyctjBB-WuA,,,
V271,,P01,Tennis Overhead Chop Deceleration - RMT® Club,https://www.youtube.com/watch?v=GeOOCmfRE8g,,,
V270,,P01,Tennis Overhand Figure 8's - RMT® Club,https://www.youtube.com/watch?v=l2Gk_dWGR-M,,,
V269,,P01,Tennis Lunge with Rotation - RMT® Club,https://www.youtube.com/watch?v=T_t-vvOKrm4,,,
V268,,P01,RMT® Club - Lateral Jump with Rotation - Tennis,https://www.youtube.com/watch?v=i9uxRY7EakQ,,,
V267,,P01,Tennis 3 Point Bailer - RMT® Club,https://www.youtube.com/watch?v=ZlEFeFjoJDg,,,
V266,,P01,Tennis Helicopter Halo Deceleration - RMT® Club,https://www.youtube.com/watch?v=chHh5oFZWtU,,,
V265,,P01,Tennis Forehand Swing - RMT® Club,https://www.youtube.com/watch?v=X_x0uS5T8_w,,,
V264,,P01,Tennis Back Hand Swing - RMT® Club,https://www.youtube.com/watch?v=nyvPjP9Pv_Q,,,
V263,,P01,Golf Back Swing Rotation - RMT® Club,https://www.youtube.com/watch?v=D3Azz0INlN8,,,
V262,,P01,Golf Circle Stop - RMT® Club,https://www.youtube.com/watch?v=6lSw1veG9m0,,,
V261,,P01,Golf Coiled Bailer - RMT® Club,https://www.youtube.com/watch?v=Uuc4-bXSAfw,,,
V260,,P01,Golf Overhand Figure 8s - RMT® Club,https://www.youtube.com/watch?v=K8augH0oHrY,,,
V259,,P01,Golf Shoulder to Shoulder Rotation - RMT® Club,https://www.youtube.com/watch?v=HnfePtQVHCA,,,
V258,,P01,Golf Step Lunge with Rotation - RMT® Club,https://www.youtube.com/watch?v=xzccCR2N9BE,,,
V257,,P01,Golf Step Through Rotation - RMT® Club,https://www.youtube.com/watch?v=tGtVg_U5h00,,,
V256,,P01,Golf Figure 8s - RMT® Club,https://www.youtube.com/watch?v=HJJwYXaPP7U,,,
V255,,P01,Golf One Arm Swing - RMT® Club,https://www.youtube.com/watch?v=BuMdJAixZ_I,,,
V254,,P06,Strength Training - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=4Ea3bsJpt2I,,,
V253,,P06,Strengthen Your Lats - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=H8cMvAyRIFU,,,
V252,,P06,Strengthen Your Triceps - Limit Force Elastic® Bands,https://www.youtube.com/watch?v=I-dCVipc0rs,,,
V251,,P01,Golf Follow Along Workout - RMT® Club,https://www.youtube.com/watch?v=rLCGj_RlXLI,,,
V250,,P04,Overview of the RMT® Rope,https://www.youtube.com/watch?v=4ik1JXWtWFM,,,
V249,,P04,Optimal Rope Length for Your RMT® Rope,https://www.youtube.com/watch?v=fT2cEQsfUjE,,,
V248,,P04,How to Hold the RMT® Rope,https://www.youtube.com/watch?v=Rt12xzpO6Ow,,,
V247,,P04,The Underhand Race and Chase™ Rope Flow - RMT® Rope,https://www.youtube.com/watch?v=S8-cV-yoZpE,,,
V246,,P04,The Overhand Race and Chase™ Rope Flow - RMT® Rope,https://www.youtube.com/watch?v=oto6aF1bD3I,,,
V245,E007,P04,The Dragon Roll™ Rope Flow - RMT® Rope,https://www.youtube.com/watch?v=0AjV3hrbAbQ,,,
V244,,P01,Incorporating the RMT® Club for more Power through Rotation,https://www.youtube.com/watch?v=VqZk8GzAKBU,,,
V243,,P04,The Sneak™ Rope Flow - RMT® Rope,https://www.youtube.com/watch?v=7uuhkBkNGyk,,,
V242,,P04,Upper Body Warm Up Incorporating the RMT® Rope,https://www.youtube.com/watch?v=LJMBTGE2K48,,,
V241,,P03,Cross - Fight Training with the ProPulse® Speed Trainers,https://www.youtube.com/watch?v=Sf9snMyuIjM,,,
V240,,P03,Jab - Fight Training with the ProPulse® Speed Trainers,https://www.youtube.com/watch?v=X6fjyV9T4l4,,,
V239,,P03,Hook - Fight Training with the ProPulse® Speed Trainers,https://www.youtube.com/watch?v=cxlM-Ot0Wvg,,,
V238,,P03,Kicking - Fight Training with the ProPulse® Speed Trainers,https://www.youtube.com/watch?v=KqthBQpIZKE,,,
V237,,P03,Uppercut - Fight Training with the ProPulse® Speed Trainers,https://www.youtube.com/watch?v=x46KRrgR2p0,,,
V236,,P03,FreeBounce - Fight Training with the ProPulse® Speed Trainers,https://www.youtube.com/watch?v=5Ga-SaEEDqo,,,
V235,,P03,ProPulse® Speed Trainers: Agility Training,https://www.youtube.com/watch?v=2Ej_MmaNm0Q,,,
V234,,P03,Full Range Pulsing - Training with ProPulse® Speed Trainers - WeckMethod,https://www.youtube.com/watch?v=wGpIb74LSk0,,,
V233,,P03,Hinge Pulse - Training with ProPulse® Speed Trainers - WeckMethod,https://www.youtube.com/watch?v=WcalP2d58EE,,,
V232,,P03,Free Hops - Training with ProPulse® Speed Trainers - WeckMethod,https://www.youtube.com/watch?v=M_Hi9d_OP9M,,,
V231,,P03,ProPulse® Speed Trainers: Training with Micro Pulsing,https://www.youtube.com/watch?v=DQeo4JmydvI,,,
V230,,P03,"ProPulse® Speed Trainers for Agility Training: 1, 2, Cut",https://www.youtube.com/watch?v=j426ZIlZkyE,,,
V229,,P03,ProPulse® Speed Trainers: Incorporate into a Workout Set,https://www.youtube.com/watch?v=zTlDV1HqfNs,,,
V228,,P12,WeckMethod PBR Training Kit - 20 min Full Body Workout,https://www.youtube.com/watch?v=Nz9cF0HTOnc,,,
V227,,,Coiling Core Training® - An introduction at the WeckMethod lab,https://www.youtube.com/watch?v=HdB_pFpuDAE,,,
V226,,P02,"Incorporating The BOSU® Elite Into Your Training - Priming, Deadlifts, and Skater Jumps",https://www.youtube.com/watch?v=6wpvZtVCvHA,,,
V225,,P03,WeckMethod ProPulse® Speed Trainers: Reprogram to Perform,https://www.youtube.com/watch?v=Xg4HOEs3fg8,,,
V224,,P02,Lower Body Priming - Injury Prevention How To with The BOSU® Elite - WeckMethod,https://www.youtube.com/watch?v=4WjIGTdki2M,,,
V223,,"P03, P04, P06","Discover The P.B.R. Training Kit - ProPulse® Speed Trainers, Resistance Bands, RMT Rope",https://www.youtube.com/watch?v=rYwYoXYIyXc,,,
V222,,P02,Upper Body Priming How To with The BOSU® Elite - WeckMethod,https://www.youtube.com/watch?v=Kh7fNybyS2E,,,
V221,,P02,BOSU® Elite Core Training - Ski Jumper - WeckMethod How To,https://www.youtube.com/watch?v=HWI66dMSIBU,,,
V220,,P02,BOSU® Elite Core RMT Crunch Training - WeckMethod How To,https://www.youtube.com/watch?v=BwgkDH7i8t4,,,
V219,,P02,BOSU® Elite Glute Bridge Training - WeckMethod How To,https://www.youtube.com/watch?v=4oRdlMsp0no,,,
V218,,P04,150lbs Kettlebell Swings with The WeckMethod RMT Rope,https://www.youtube.com/watch?v=kHd43x4hzFQ,,,
V217,,P02,BOSU® Elite Core FlatJacks Training - WeckMethod How To,https://www.youtube.com/watch?v=at8tDl4TtHg,,,
V216,,P04,Must See RMT® Rope Flow Action at The WeckMethod Lab,https://www.youtube.com/watch?v=dBgb537Zrfs,,,
V215,,P03,ProPulse® Speed Trainers - Running Overview - WeckMethod,https://www.youtube.com/watch?v=um-r8oov8Zo,,,
V214,,P04,RMT® Rope Home Workouts Follow Along - Full Body Rope Workout - WeckMethod,https://www.youtube.com/watch?v=P_Uihe4xEoc,,,
V213,,P03,Shadow Boxing with WeckMethod ProPulse Speed Trainers for Fighters,https://www.youtube.com/watch?v=5nxXXv-Dp3c,,,
V212,,P06,Resistance Band Lunges - BodyWeight Lunges Using Limit Force Elastics® Resistance Band Workout,https://www.youtube.com/watch?v=vVoquKJai6o,,,
V211,,P06,Seated Rows Using Resistance Bands - Limit Force Elastics®,https://www.youtube.com/watch?v=i1IZ3kOub_Q,,,
V210,,P06,Resistance Band Push-Ups using - WeckMethod Upper Body Workout,https://www.youtube.com/watch?v=8evNP1Y4gak,,,
V209,,P06,Zercher Squats w/ Limit Force Elastics® Resistance Bands,https://www.youtube.com/watch?v=vYz31f0s0ic,,,
V208,,P06,Intro to BodyWeight & Elastic Resistance Bands Training Using Limit Force Elastics® with WeckMethod,https://www.youtube.com/watch?v=IBhRq_uxytI,,,
V207,,P06,Kettlebell Swings Using Resistance Bands - WeckMethod Limit Force Elastics® Kettlebell Workout,https://www.youtube.com/watch?v=C_FoxbHMniU,,,
V206,,P06,Explosive Deadlifts Using Limit Force Elastic® Resistance Bands - WeckMethod Strength & Conditioning,https://www.youtube.com/watch?v=x4lonYbl-Bc,,,
V205,,P06,Chest Strength Training with Limit Force Elastic® Resistance Bands - WeckMethod,https://www.youtube.com/watch?v=ONnjfB70d7g,,,
V204,,P06,Intro To Strength and Conditioning Using Limit Force Elastic® Resistance Bands with WeckMethod,https://www.youtube.com/watch?v=GUjnyh6GZN4,,,
V203,,P06,Increase Bench Press with Limit Force Elastic® Bands - WeckMethod Strength & Conditioning Training,https://www.youtube.com/watch?v=vDZ1knWpgQQ,,,
V202,,P06,Limit Force Elastic® Training - Explained - WeckMethod Resistance Band Training,https://www.youtube.com/watch?v=AokrYcz76Vs,,,
V201,,,30 min Full Body Home Workout with the WeckMethod Home Training Pack,https://www.youtube.com/watch?v=YJvuKUJHf5E,,,
V200,,P02,BOSU Elite Ballistics - Plyo Push Ups - WeckMethod BOSU Ball Workouts - Plyometrics Best Pushups,https://www.youtube.com/watch?v=MgA7YOcLUSw,,,
V199,,P12,No Gym? No Problem - The WeckMethod P.B.R Training Kit,https://www.youtube.com/watch?v=v4IP7uoIyzw,,,
V198,,P02,BOSU Elite Ballistics - Jump & Catch - WeckMethod BOSU Ball Workouts - Vertical Jump Training,https://www.youtube.com/watch?v=6GyX5Fa8c_Y,,,
V197,,P02,BOSU Elite Ballistics - Knee Drivers - WeckMethod BOSU Ball Workouts - Sprint Mechanics for Runners,https://www.youtube.com/watch?v=5Gq14whZl0E,,,
V196,,P02,BOSU Elite vs BOSU Pro - WeckMethod,https://www.youtube.com/watch?v=k2GNIXnrhAw,,,
V195,,P02,BOSU Elite: Functional Training for Your Core - Flat Jacks,https://www.youtube.com/watch?v=48bwkV_Rhv4,,,
V194,,P01,RMT Club Functional Training: Overhead Swing with Rotation,https://www.youtube.com/watch?v=ee-J07us334,,,
V193,,P01,RMT Club for Golf Training: Cross-Hand Shoulder Stretch,https://www.youtube.com/watch?v=VZhU31tpMrY,,,
V192,,P02,Strength Training with the BOSU Elite by WeckMethod - Squat Priming with the BOSU Elite BOSU Ball,https://www.youtube.com/watch?v=XbLh0vSPIZo,,,
V191,,P02,Prime & Perform with the BOSU Elite by WeckMethod,https://www.youtube.com/watch?v=cgRyZ_blNVk,,,
V190,,,WMC 117 is HERE WeckMethod Challenge series,https://www.youtube.com/watch?v=3YWTZD0SETE,,,
V189,,,WMC 117 Promo - WeckMethod Challenge Series,https://www.youtube.com/watch?v=OgQ8h-2KjMU,,,
V188,,P02,BOSU Elite - Amplify Your Training Like Never Before with the - WeckMethod,https://www.youtube.com/watch?v=MEHhprSkkq8,,,
V187,,P01,RMT Club - The Perfect Baseball Training - WeckMethod,https://www.youtube.com/watch?v=teOMODNfnBg,,,
V186,,P01,"The RMT Club: Improve Core Strength, Mobility, Rotational Power and More - WeckMethod",https://www.youtube.com/watch?v=gOlw1WHRIZY,,,
V185,,P01,RMT Club Baseball Training - The Bailer Exercise,https://www.youtube.com/watch?v=upmcWNCGZRs,,,
V184,,P01,RMT Club for Baseball - Hatchet Toss Exercise,https://www.youtube.com/watch?v=fe9WBVYFJFk,,,
V183,,P01,Swing Better with RMT Club - Check Swing - Exercise for Baseball,https://www.youtube.com/watch?v=eyvVQVfI5kY,,,
V182,,P01,RMT Club Baseball Training - Ground Strike with Swing Through,https://www.youtube.com/watch?v=q4pVOAQNhzw,,,
V181,,P01,Discover the RMT Club - The perfect golf swing training aid & functional training tool - WeckMethod,https://www.youtube.com/watch?v=m4EuXrjlB34,,,
V180,,P01,Golf Swing Training with The RMT® Club - The perfect golf training aid and fitness tool,https://www.youtube.com/watch?v=x1Pak-ZrkIc,,,
V179,,P01,STRIKE - RMT CLUB TRAINING & EXERCISES,https://www.youtube.com/watch?v=I8mj3eQ6nPw,,,
V178,,P01,RMT Club High Intensity Interval Training,https://www.youtube.com/watch?v=57gNkVQ4dfU,,,
V177,,P01,The RMT® Club Used by the MLB's Top Players,https://www.youtube.com/watch?v=oQgLCxFzZmg,,,
V176,,P02,Discover The New BOSU Elite | WeckMethod,https://www.youtube.com/watch?v=Fb3Ts7UY_74,,,
V175,,,Landmine Exercise | WeckMethod Coiling Core,https://www.youtube.com/watch?v=_ZDtONp9Kdo,,,
V174,,,KSS Event at WeckMethod | July 14-15th,https://www.youtube.com/watch?v=1GgBfzvHMnk,,,
V173,,P03,ProPulse® Speed Trainers: Drills for Running | Top End Speed Drill,https://www.youtube.com/watch?v=YX2Y1J2_ptc,,,
V172,,P03,Drills for Running | Running with the WeckMethod Pulsers,https://www.youtube.com/watch?v=xgGGNgBb3J0,,,
V171,,P03,Correct Running Form | Holding Your Power Pulsers | WM Pulsers,https://www.youtube.com/watch?v=2w3YCbJU6oU,,,
V170,,P03,Correct Running Form | Holding Your Pocket Pulsers | WeckMethod Pulsers,https://www.youtube.com/watch?v=PdM6CZoOprk,,,
V169,,P03,Correct Running Form | Holding Your Stealth Pulsers | WeckMethod Pulsers,https://www.youtube.com/watch?v=4h4y7hhB0uw,,,
V168,,P03,Improve Running Form | Double Down Pulse | WeckMethod Pulsers,https://www.youtube.com/watch?v=V4FsAyukzoQ,,,
V167,,P03,Improve Running Form | Learn Head Over Foot Technique | WeckMethod Pulsers,https://www.youtube.com/watch?v=GTxPAYSPmbc,,,
V166,,P02,Improve Running Form | BOSU Elite Exercises,https://www.youtube.com/watch?v=nGMQRSynzh8,,,
V165,,P03,Proper Running Technique | WeckMethod Double Down w/ Pulsers,https://www.youtube.com/watch?v=1nXXJ4xP8Cg,,,
V164,,,Dumbbell Exercise using WeckMethod Coiling Core,https://www.youtube.com/watch?v=KD-D9RIRS2o,,,
V163,,P01,RMT Club Exercise: Training for the Track,https://www.youtube.com/watch?v=H_4Mdd07660,,,
V162,,P01,Functional Training: Which RMT Club is Right For You? - WeckMethod,https://www.youtube.com/watch?v=NRO4_OEt_XM,,,
V161,,,WeckMethod Coiling Core Barbell Exercise,https://www.youtube.com/watch?v=bmetDomSyC4,,,
V160,,,Compression Strength Training to Improve Your Squat,https://www.youtube.com/watch?v=bIUdsZ_BUVQ,,,
V159,,,Rotational Movement Coiling Core Training: Medicine Ball Workouts,https://www.youtube.com/watch?v=aDiIm8_9M_A,,,
V158,,P01,Head Over Foot Technique: RMT Club Coiling Core Pulse,https://www.youtube.com/watch?v=eyIH-jog1Gc,,,
V157,,,Wing Pulse to Improve Running Technique: WeckMethod Elastic Band Training,https://www.youtube.com/watch?v=GeUgqOFmm8E,,,
V156,,P01,RMT Club Exercise Using Double Down Pulse Technique,https://www.youtube.com/watch?v=3eN-GMykA4U,,,
V155,,P03,WeckMethod Training: Double Down Pulse,https://www.youtube.com/watch?v=NTlro8139Es,,,
V154,,,Rotational Movement Training®: WeckMethod Coiling Core Dumbbell Row,https://www.youtube.com/watch?v=o9df_PtP8CA,,,
V153,,P01,RMT Club Exercise for Tennis feat. Alexa Glatch: Coiling Core Head Over Foot Check Swing,https://www.youtube.com/watch?v=wuHbcyUa8OA,,,
V152,,P01,RMT Club Exercise for Tennis feat. Alexa Glatch: Coiling Core Head Over Foot Stretch,https://www.youtube.com/watch?v=H2-6oELfpDw,,,
V151,,P01,RMT Club Exercise for Tennis feat. Alexa Glatch: Coiling Core Head Over Foot Rotational Lunge,https://www.youtube.com/watch?v=5hQTl1CNoG8,,,
V150,,P01,RMT Club Exercise for Tennis feat. Alexa Glatch: Coiling Core Head Over Foot Swings,https://www.youtube.com/watch?v=SBYVJij6W2s,,,
V149,,P01,RMT Club Exercise: Coiling Core Arm Circles,https://www.youtube.com/watch?v=KrVvC7zgrDI,,,
V148,,P01,RMT Club Exercise: Coiling Core Swings,https://www.youtube.com/watch?v=S8GDGwAL2oA,,,
V147,,,WeckMethod Coiling Core Body Weight Exercise to Enhance Rotational Power,https://www.youtube.com/watch?v=WEeOSaLPstc,,,
V146,,P01,RMT Club Exercise to Improve Rotational Movement: Coiling Core Pulse Lunge,https://www.youtube.com/watch?v=2KlTDr5EVdw,,,
V145,,P01,WeckMethod RMT Club Exercise: Head Over Foot Side Bending Swings,https://www.youtube.com/watch?v=1JiUKkDAPWM,,,
V144,,P02,BOSU Elite Exercise: Compression Goblet Squat,https://www.youtube.com/watch?v=0iiKFsaDWW4,,,
V143,,P01,RMT Club Exercise: Head Over Foot Sidewinder,https://www.youtube.com/watch?v=Ww1vhinb6uA,,,
V142,,P02,BOSU Elite Exercise to Strengthen Your Core: Superman,https://www.youtube.com/watch?v=b_7ysPzIeo8,,,
V141,,P02,BOSU Elite Exercise: Compression Kettlebell Swings,https://www.youtube.com/watch?v=gN2g7DPNp7s,,,
V140,,P02,BOSU Elite Exericse: Compression Squats,https://www.youtube.com/watch?v=nn7Tq6cLWaA,,,
V139,,P02,BOSU Elite Exercise to Increase Rotational Movement Power: Horizontal Heisman,https://www.youtube.com/watch?v=dRRLx2aeAxE,,,
V138,,P01,RMT Club Exercise to improve Side Bending Rotation: Diagonal Circle Swings,https://www.youtube.com/watch?v=9bAKXFCAI7I,,,
V137,,P01,RMT Club Functional Training Exercise: One Handed T&T,https://www.youtube.com/watch?v=0elcN8Dlv30,,,
V136,,P01,RMT Club Exercise to Build Coordination: Drill Drivers,https://www.youtube.com/watch?v=YqBNPfRrGWQ,,,
V135,,P01,RMT Club Head Over Foot Technique: Searchlight Variation,https://www.youtube.com/watch?v=YTLVefx1O1Q,,,
V134,,P01,Improve your Tennis Skills using RMT Club,https://www.youtube.com/watch?v=6RPgeI9Xlls,,,
V133,,,Enhance The Power and Accuracy of Your Forehand Stroke,https://www.youtube.com/watch?v=GD-sv9jaFDA,,,
V132,,,Proper Running Techniques: Head Over Foot,https://www.youtube.com/watch?v=aoZGRygcCc4,,,
V131,,,Balance Training Technique to Improve Speed: Wind and Whip,https://www.youtube.com/watch?v=R0UUh9_Hxq8,,,
V130,,P01,RMT Club Functional Training Exercise to Increase Mobility: Shoulder to Shoulder Swings,https://www.youtube.com/watch?v=o5f44b62AsA,,,
V129,,P01,RMT Club Exercise to Increase Core Strength: Clock Swings,https://www.youtube.com/watch?v=rUPAz4xc4Vo,,,
V128,,P01,"The RMT Club Improves Strength, Core, Rotation, Balance. Move Like You Were Meant To.",https://www.youtube.com/watch?v=HbH_FikIwl4,,,
V127,,P04,RMT® Rope Speed Training: Behind the Back Underhand Roll - WeckMethod,https://www.youtube.com/watch?v=Tf87sTutAts,,,
V126,,P01,RMT Club Exercise to Improve Core Strength: Russian Twist,https://www.youtube.com/watch?v=kRCYVhPE0bI,,,
V125,,P04,RMT® Rope Functional Training Exercise: The Sneak,https://www.youtube.com/watch?v=cmU2tleFfD4,,,
V124,,P01,RMT Club Functional Training Workout: Chest Exercises,https://www.youtube.com/watch?v=VBvOZq75EU0,,,
V123,,,WeckMethod Balance Training to Improve Lunge Mechanics,https://www.youtube.com/watch?v=YvYQSjyDxgY,,,
V122,,P01,RMT Club Functional Training Exercise to Improve Coordination: The Windmill,https://www.youtube.com/watch?v=vkiEp2paXMs,,,
V121,,,WeckMethod 45 Functional Strength Variation to Improve Squat Mechanics,https://www.youtube.com/watch?v=uihJpjOLUu0,,,
V120,E007,P04,RMT® Rope Exercise: Dragon Roll - WeckMethod Functional Training - Jump Rope Transformation,https://www.youtube.com/watch?v=J25_41nPFLo,,,
V119,,,WeckMethod Balance Training: Zen10,https://www.youtube.com/watch?v=vk44vJbw2Kc,,,
V118,,,WeckMethod Push Up Variation,https://www.youtube.com/watch?v=oK4rAQaR1Yg,,,
V117,,P01,RMT Club Exercise: Strengthening Your Forearm and Grip,https://www.youtube.com/watch?v=jnOgdovSj4Q,,,
V116,,,Functional Strength Training: WeckMethod 45 Bodyweight Exercise,https://www.youtube.com/watch?v=eaEA_TXRcE8,,,
V115,,P04,RMT® Rope Training: Underhand Race and Chase,https://www.youtube.com/watch?v=p_bTwfoYU24,,,
V114,,P04,RMT® Rope Balance Training Exercise: Matador's Wheel,https://www.youtube.com/watch?v=exZEM0ZXQ7w,,,
V113,,,WeckMethod 45 Functional Strength Training: Trapbar Deadlift,https://www.youtube.com/watch?v=EI-TbQwE0mk,,,
V112,,P01,The Hip Hinge using the RMT Club,https://www.youtube.com/watch?v=_XfzBs8bKEo,,,
V111,,P02,"BOSU POWERSTAX Riser Exercise: Shoulders, Arms & Core",https://www.youtube.com/watch?v=Y5tNhj79yQM,,,
V110,,P01,RMT Club Traveling Sequence featuring 4 Exercises,https://www.youtube.com/watch?v=bBnt41X1y0M,,,
V109,,P01,RMT Club Functional Training for Golf: Core Shifts,https://www.youtube.com/watch?v=qpvCeXKOvfY,,,
V108,,P01,RMT Club Functional Training for Golf: Cross Hand Shoulder Stretch - WeckMethod,https://www.youtube.com/watch?v=46L2gSAyYqE,,,
V107,,P01,RMT Club Functional Training for Golf: Warmup Exercises,https://www.youtube.com/watch?v=8p2HMyPbZ-8,,,
V106,,P01,RMT Club Functional Training for Golf: Half Kneeling with Dynamic Rotation,https://www.youtube.com/watch?v=NH0OgVCaE0g,,,
V105,,P01,RMT Club Functional Training for Golf: Step Lunge with Rotation,https://www.youtube.com/watch?v=Z9ui2R6O_oc,,,
V104,,P01,RMT Club Functional Training for Golf: Step Through with Rotation - WeckMethod,https://www.youtube.com/watch?v=-UsPm9gFHcE,,,
V103,,P01,RMT Club Functional Training for Golf: T's and Y's,https://www.youtube.com/watch?v=J9QQU4JwMcE,,,
V102,,P01,RMT Club Functional Training for Golf: Upper/Lower Body Counter Rotation,https://www.youtube.com/watch?v=BOOl5jygMqA,,,
V101,,P01,RMT Club Functional Training for Golf: Overhead Lat Stretch,https://www.youtube.com/watch?v=HGe2jbRC3uk,,,
V100,,P01,RMT Club Limited Space Workout,https://www.youtube.com/watch?v=FWDaVwkoSlA,,,
V99,,P01,RMT Club Functional Training Exercise: Double Club Samurai Squat,https://www.youtube.com/watch?v=UK4IDKtj0Qw,,,
V98,,,Balance Training Technique: Toss and Catch,https://www.youtube.com/watch?v=or-nq9gZ-PU,,,
V97,,P01,RMT Club Workout: A 3 Exercise Traveling Sequence,https://www.youtube.com/watch?v=__i4W0W6Kdc,,,
V96,,P01,RMT Club Exercise to Improve Athletic Performance: Fielder's Choice,https://www.youtube.com/watch?v=LepXZygjduo,,,
V95,,P02,BOSU Elite Functional Strength Training Exercise: Compression Push Up,https://www.youtube.com/watch?v=x6DOCVDepGs,,,
V94,,P01,RMT Club Functional Strength Training: Core Exercise,https://www.youtube.com/watch?v=XtdQAFuh6VQ,,,
V93,,P01,RMT Club Myofascial Release and Warm Up,https://www.youtube.com/watch?v=mclkWkyMZ6I,,,
V92,,P04,RMT® Rope Training Exercise: The Race and Chase,https://www.youtube.com/watch?v=Y-qX-7HMgfw,,,
V91,,P01,RMT Club Interval Training: Swing. Strike. Rotate.,https://www.youtube.com/watch?v=5J3iBq-vJIY,,,
V90,,,LifeSaver Rope Rotatonal Movement Training: Rotating Lunges,https://www.youtube.com/watch?v=a6o5gpgkbhc,,,
V89,,P01,Non-Dominant Side Training®: The RMT Club Single Handed Throw,https://www.youtube.com/watch?v=I4AiL5i9EpA,,,
V88,,,LifeSaver Rope Exercise for Rotational Power: Wall Strikes,https://www.youtube.com/watch?v=uYYZKSS7QUM,,,
V87,,,LifeSaver Rope High Intensity Exercise: Front Circles,https://www.youtube.com/watch?v=CpV6iNtz0wY,,,
V86,,P01,RMT Club Shoulder Mobility Exercise: Traveling Figure 8s,https://www.youtube.com/watch?v=DA9l6ZyZspg,,,
V85,,,LifeSaver Rope Training to Build Strength & Rotational Power,https://www.youtube.com/watch?v=donqVriwWqg,,,
V84,,P01,RMT Club Mobility Exercise: Rattle & Roll,https://www.youtube.com/watch?v=SU2bEBsQX0A,,,
V83,,,LifeSaver Rope Exercises to Build Coordination: Handle Swings,https://www.youtube.com/watch?v=_rN6yff-a98,,,
V82,,P01,Mobility Training with the RMT Club: Overhead Stretch,https://www.youtube.com/watch?v=-_MnmdAHyzw,,,
V81,,,LifeSaver Rope Workout to Build Strength: Squat Pullovers,https://www.youtube.com/watch?v=kgwk_FET49M,,,
